Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Łukasz Skorupski,G,30.0,36,36,3.24,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
Aaron Hickey,ZG,19.0,36,34,2.82,31.3,5.0,1.0,6.0,5.0,0.0,0.0,7.0,0.0,0.9,0.9,1.8,26.0,57.0,52.0,156.0,16.0,3.0,19.0,16.0,19.0,3.0,6.0,8.0,3.0,8.0,46.0,29.0,24.0,15.0,7.0,20.0,30.0,667.0,10.0,36.0,13.0,23.0,29.0,75.0,44.0,0.0
Gary Medel,ZG,33.0,33,32,2.823,31.4,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.3,0.3,0.3,6.0,12.0,73.0,5.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,39.0,23.0,27.0,11.0,1.0,16.0,36.0,444.0,20.0,30.0,21.0,9.0,44.0,83.0,112.0,0.0
Marko Arnautović,AT,32.0,33,32,2.694,29.9,14.0,1.0,15.0,12.0,2.0,3.0,6.0,0.0,14.7,12.5,3.8,163.0,34.0,68.0,221.0,47.0,3.0,50.0,40.0,43.0,49.0,13.0,62.0,42.0,54.0,17.0,9.0,1.0,11.0,5.0,7.0,30.0,233.0,23.0,13.0,2.0,11.0,7.0,24.0,17.0,0.0
Roberto Soriano,LT,30.0,35,32,2.622,29.1,0.0,4.0,4.0,0.0,0.0,0.0,6.0,2.0,2.1,2.1,4.8,69.0,48.0,134.0,145.0,0.0,14.0,14.0,0.0,14.0,7.0,16.0,24.0,7.0,24.0,57.0,30.0,27.0,22.0,8.0,17.0,56.0,304.0,39.0,37.0,3.0,34.0,22.0,79.0,32.0,0.0
Mattias Svanberg,LT,22.0,36,31,2.564,28.5,3.0,3.0,6.0,3.0,0.0,0.0,7.0,0.0,2.1,2.1,2.8,49.0,39.0,103.0,57.0,11.0,11.0,21.0,11.0,21.0,7.0,10.0,17.0,7.0,17.0,39.0,15.0,15.0,16.0,8.0,16.0,54.0,296.0,38.0,31.0,9.0,22.0,28.0,67.0,34.0,0.0
Arthur Theate,ZG,21.0,31,28,2.424,26.9,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.5,1.5,0.6,21.0,37.0,107.0,17.0,7.0,4.0,11.0,7.0,11.0,5.0,2.0,8.0,5.0,8.0,33.0,19.0,26.0,3.0,4.0,14.0,31.0,452.0,17.0,29.0,16.0,13.0,42.0,75.0,69.0,0.0
Lorenzo De Silvestri,ZG,33.0,31,27,2.294,25.5,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,1.8,1.8,2.4,42.0,47.0,121.0,75.0,12.0,8.0,20.0,12.0,20.0,7.0,9.0,17.0,7.0,17.0,23.0,14.0,13.0,8.0,2.0,9.0,31.0,290.0,22.0,25.0,7.0,18.0,26.0,49.0,52.0,0.0
Adama Soumaoro,ZG,29.0,28,26,2.266,25.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.9,0.9,0.0,9.0,16.0,61.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,4.0,15.0,5.0,5.0,8.0,2.0,4.0,9.0,444.0,5.0,22.0,16.0,6.0,34.0,49.0,95.0,0.0
Musa Barrow,"AT,LT",22.0,34,25,2.134,23.7,6.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,5.9,5.9,4.4,103.0,61.0,82.0,158.0,25.0,25.0,51.0,25.0,51.0,25.0,18.0,43.0,25.0,43.0,12.0,4.0,4.0,4.0,4.0,6.0,20.0,300.0,14.0,20.0,1.0,19.0,6.0,18.0,8.0,0.0
