Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Mehdi Bourabia,ma MAR,LT,30.0,37,36,2.771,30.8,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,4.4,65.0,37.0,113.0,58.0,3.0,10.0,13.0,3.0,13.0,7.0,14.0,21.0,7.0,21.0,Partidas,Bartłomiej Drągowski,pl POL,G,24.0,34.0,34.0,2.946,32.7,54.0,165.0,164.0,112.0,695.0,6.0,10.0,18.0,6.0,176.0,6.0,4.0,1.0,1.0,200.0,Partidas,Mehdi Bourabia,ma MAR,LT,30.0,30.8,41.0,20.0,13.0,22.0,6.0,19.0,41.0,463.0,22.0,39.0,12.0,27.0,32.0,73.0,57.0,0.0,Partidas
Emmanuel Gyasi,gh GHA,"AT,ZG",28.0,35,35,2.81,31.2,2.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,4.0,4.0,1.9,59.0,35.0,52.0,154.0,6.0,0.0,6.0,6.0,6.0,13.0,6.0,19.0,13.0,19.0,Partidas,Jeroen Zoet,nl NED,G,31.0,5.0,4.0,334.0,3.7,4.0,108.0,13.0,9.0,769.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Partidas,Emmanuel Gyasi,gh GHA,"AT,ZG",28.0,31.2,24.0,15.0,11.0,10.0,3.0,9.0,36.0,250.0,27.0,24.0,6.0,18.0,8.0,32.0,26.0,0.0,Partidas
Dimitris Nikolaou,gr GRE,ZG,23.0,36,34,2.958,32.9,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.8,0.8,0.9,17.0,20.0,105.0,15.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,Partidas,Petar Zovko,ba BIH,G,20.0,1.0,0.0,74.0,0.8,2.0,243.0,3.0,1.0,333.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Partidas,Dimitris Nikolaou,gr GRE,ZG,23.0,32.9,45.0,32.0,31.0,10.0,4.0,25.0,37.0,676.0,12.0,41.0,26.0,15.0,27.0,72.0,82.0,0.0,Partidas
Bartłomiej Drągowski,pl POL,G,24.0,34,34,2.946,32.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Partidas,Federico Marchetti,it ITA,G,39.0,1.0,0.0,66.0,0.7,2.0,273.0,3.0,1.0,333.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Partidas,Bartłomiej Drągowski,pl POL,G,24.0,32.7,1.0,0.0,1.0,0.0,0.0,1.0,5.0,200.0,4.0,0.0,0.0,0.0,1.0,2.0,15.0,3.0,Partidas
Ethan Ampadu,wls WAL,"ZG,LT",21.0,31,31,2.639,29.3,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,1.1,1.1,1.1,22.0,28.0,125.0,10.0,0.0,3.0,3.0,0.0,3.0,4.0,4.0,7.0,4.0,7.0,Partidas,Total do time,,,25.7,38.0,38.0,3.42,38.0,62.0,163.0,183.0,123.0,689.0,6.0,13.0,19.0,6.0,158.0,7.0,5.0,1.0,1.0,167.0,,Ethan Ampadu,wls WAL,"ZG,LT",21.0,29.3,66.0,37.0,33.0,28.0,5.0,17.0,41.0,415.0,24.0,48.0,23.0,25.0,36.0,102.0,98.0,0.0,Partidas
M'Bala Nzola,ao ANG,AT,25.0,31,29,2.653,29.5,13.0,2.0,15.0,10.0,3.0,3.0,8.0,0.0,11.0,8.6,2.5,111.0,50.0,50.0,215.0,44.0,7.0,51.0,34.0,41.0,37.0,9.0,46.0,29.0,38.0,Partidas,Total de adversários,,,27.0,38.0,38.0,3.42,38.0,31.0,82.0,124.0,95.0,782.0,19.0,13.0,6.0,18.0,474.0,4.0,4.0,0.0,0.0,0.0,,M'Bala Nzola,ao ANG,AT,25.0,29.5,12.0,5.0,0.0,6.0,6.0,3.0,9.0,333.0,6.0,20.0,6.0,14.0,7.0,19.0,21.0,0.0,Partidas
Kelvin Amian,fr FRA,ZG,24.0,30,26,2.372,26.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,2.7,2.7,2.3,50.0,53.0,102.0,72.0,0.0,4.0,4.0,0.0,4.0,10.0,9.0,19.0,10.0,19.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Kelvin Amian,fr FRA,ZG,24.0,26.4,54.0,32.0,33.0,12.0,9.0,24.0,31.0,774.0,7.0,34.0,12.0,22.0,22.0,76.0,87.0,1.0,Partidas
Arkadiusz Reca,pl POL,ZG,27.0,30,24,2.173,24.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,2.2,32.0,82.0,79.0,94.0,4.0,4.0,8.0,4.0,8.0,4.0,9.0,13.0,4.0,13.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Arkadiusz Reca,pl POL,ZG,27.0,24.1,44.0,28.0,22.0,12.0,10.0,19.0,32.0,594.0,13.0,21.0,5.0,16.0,24.0,68.0,54.0,0.0,Partidas
Kevin Agudelo,co COL,"LT,AT",23.0,34,23,2.131,23.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,3.0,45.0,81.0,110.0,100.0,0.0,4.0,4.0,0.0,4.0,6.0,13.0,19.0,6.0,19.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Agudelo,co COL,"LT,AT",23.0,23.7,71.0,38.0,22.0,30.0,19.0,25.0,59.0,424.0,34.0,39.0,5.0,34.0,10.0,81.0,6.0,0.0,Partidas
