Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Alberto Dossena,it ITA,ZG,24.0,35,33,2.977,33.1,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,2.2,2.2,2.1,43.0,9.0,89.0,2.0,6.0,12.0,18.0,6.0,18.0,7.0,6.0,13.0,7.0,13.0,Partidas,Simone Scuffet,it ITA,G,27.0,31.0,31.0,2.789,31.0,55.0,177.0,129.0,76.0,597.0,8.0,10.0,13.0,3.0,97.0,3.0,3.0,0.0,0.0,0.0,Partidas,Alberto Dossena,it ITA,ZG,24.0,33.1,55.0,35.0,43.0,12.0,0.0,32.0,48.0,667.0,16.0,50.0,27.0,23.0,45.0,100.0,172.0,2.0,Partidas
Antoine Makoumbou,cg CGO,LT,25.0,32,32,2.702,30.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.7,0.7,0.9,16.0,37.0,137.0,52.0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,5.0,Partidas,Boris Radunović,rs SRB,G,27.0,7.0,7.0,630.0,7.0,12.0,171.0,27.0,16.0,556.0,0.0,2.0,5.0,2.0,286.0,1.0,0.0,0.0,1.0,,Partidas,Antoine Makoumbou,cg CGO,LT,25.0,30.0,41.0,24.0,21.0,15.0,5.0,15.0,30.0,500.0,15.0,23.0,4.0,19.0,16.0,57.0,27.0,2.0,Partidas
Simone Scuffet,it ITA,G,27.0,31,31,2.789,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,Simone Aresti,it ITA,G,37.0,1.0,0.0,1.0,0.0,1.0,9000.0,1.0,0.0,1000.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,Partidas,Simone Scuffet,it ITA,G,27.0,31.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0,Partidas
Nahitan Nández,uy URU,"LT,ZG",27.0,33,29,2.341,26.0,2.0,3.0,5.0,1.0,1.0,1.0,7.0,0.0,3.7,2.9,2.5,55.0,57.0,76.0,89.0,8.0,12.0,19.0,4.0,15.0,14.0,10.0,24.0,11.0,21.0,Partidas,Total do time,,,26.1,38.0,38.0,3.42,38.0,68.0,179.0,157.0,92.0,592.0,8.0,12.0,18.0,5.0,132.0,5.0,4.0,0.0,1.0,0.0,,Nahitan Nández,uy URU,"LT,ZG",27.0,26.0,59.0,40.0,27.0,23.0,9.0,27.0,64.0,422.0,37.0,25.0,2.0,23.0,19.0,78.0,32.0,0.0,Partidas
Tommaso Augello,it ITA,ZG,28.0,32,28,2.418,26.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,2.0,25.0,62.0,96.0,99.0,4.0,4.0,7.0,4.0,7.0,2.0,7.0,9.0,2.0,9.0,Partidas,Total de adversários,,,26.5,38.0,38.0,3.42,38.0,42.0,111.0,132.0,90.0,712.0,18.0,12.0,8.0,11.0,289.0,6.0,4.0,1.0,1.0,200.0,,Tommaso Augello,it ITA,ZG,28.0,26.9,26.0,19.0,18.0,6.0,2.0,16.0,25.0,640.0,9.0,21.0,10.0,11.0,17.0,43.0,89.0,0.0,Partidas
Gabriele Zappa,it ITA,ZG,23.0,38,25,2.561,28.5,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,3.3,48.0,35.0,99.0,84.0,4.0,11.0,14.0,4.0,14.0,5.0,12.0,17.0,5.0,17.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Gabriele Zappa,it ITA,ZG,23.0,28.5,54.0,31.0,29.0,16.0,9.0,29.0,41.0,707.0,12.0,29.0,5.0,24.0,20.0,74.0,75.0,2.0,Partidas
Matteo Prati,it ITA,LT,19.0,26,19,1.972,21.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,0.8,28.0,8.0,66.0,17.0,5.0,5.0,9.0,5.0,9.0,9.0,3.0,13.0,9.0,13.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Prati,it ITA,LT,19.0,21.9,45.0,25.0,15.0,27.0,3.0,26.0,42.0,619.0,16.0,29.0,6.0,23.0,15.0,60.0,26.0,1.0,Partidas
Zito Luvumbo,ao ANG,"AT,LT",21.0,30,19,1.946,21.6,4.0,5.0,9.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,3.1,71.0,85.0,21.0,181.0,18.0,23.0,42.0,18.0,42.0,18.0,14.0,33.0,18.0,33.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Zito Luvumbo,ao ANG,"AT,LT",21.0,21.6,9.0,6.0,5.0,2.0,2.0,4.0,15.0,267.0,11.0,19.0,0.0,19.0,1.0,10.0,2.0,0.0,Partidas
Alessandro Deiola,it ITA,LT,27.0,27,19,1.608,17.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.5,2.5,0.9,34.0,9.0,64.0,21.0,6.0,0.0,6.0,6.0,6.0,14.0,5.0,19.0,14.0,19.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Alessandro Deiola,it ITA,LT,27.0,17.9,33.0,19.0,13.0,16.0,4.0,18.0,47.0,383.0,29.0,16.0,6.0,10.0,9.0,42.0,37.0,0.0,Partidas
