Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Lorenzo Montipò,it ITA,G,27.0,37,37,3.33,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Partidas,Lorenzo Montipò,it ITA,G,27.0,37.0,37.0,3.33,37.0,49.0,132.0,153.0,105.0,693.0,9.0,10.0,18.0,8.0,216.0,2.0,2.0,0.0,0.0,0.0,Partidas,Lorenzo Montipò,it ITA,G,27.0,37.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,333.0,2.0,0.0,0.0,0.0,0.0,1.0,25.0,2.0,Partidas
Michael Folorunsho,it ITA,"LT,AT",25.0,34,33,2.781,30.9,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,4.0,3.9,1.4,53.0,56.0,54.0,110.0,16.0,3.0,19.0,16.0,19.0,13.0,4.0,17.0,13.0,17.0,Partidas,Simone Perilli,it ITA,G,28.0,1.0,1.0,90.0,1.0,2.0,200.0,10.0,8.0,800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Michael Folorunsho,it ITA,"LT,AT",25.0,30.9,50.0,28.0,21.0,22.0,7.0,23.0,57.0,404.0,34.0,45.0,12.0,33.0,17.0,67.0,44.0,2.0,Partidas
Ondrej Duda,sk SVK,LT,28.0,32,29,2.456,27.3,1.0,4.0,5.0,1.0,0.0,1.0,14.0,2.0,2.2,1.4,3.3,47.0,34.0,117.0,47.0,4.0,15.0,18.0,4.0,18.0,8.0,12.0,20.0,5.0,17.0,Partidas,Total do time,,,25.7,38.0,38.0,3.42,38.0,51.0,134.0,163.0,113.0,699.0,9.0,11.0,18.0,8.0,211.0,2.0,2.0,0.0,0.0,0.0,,Ondrej Duda,sk SVK,LT,28.0,27.3,59.0,39.0,17.0,35.0,7.0,31.0,52.0,596.0,21.0,29.0,12.0,17.0,26.0,85.0,21.0,0.0,Partidas
Giangiacomo Magnani,it ITA,ZG,27.0,33,27,2.444,27.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.2,8.0,15.0,79.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,Partidas,Total de adversários,,,26.5,38.0,38.0,3.42,38.0,38.0,100.0,151.0,111.0,768.0,18.0,11.0,9.0,11.0,289.0,7.0,3.0,2.0,2.0,400.0,,Giangiacomo Magnani,it ITA,ZG,27.0,27.2,33.0,18.0,23.0,10.0,0.0,15.0,25.0,600.0,10.0,50.0,28.0,22.0,45.0,78.0,118.0,0.0,Partidas
Paweł Dawidowicz,pl POL,ZG,28.0,28,25,2.143,23.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.0,6.0,11.0,89.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Paweł Dawidowicz,pl POL,ZG,28.0,23.8,53.0,30.0,33.0,18.0,2.0,17.0,29.0,586.0,12.0,17.0,9.0,8.0,24.0,77.0,114.0,1.0,Partidas
Tomáš Suslov,sk SVK,"LT,AT",21.0,32,23,2.092,23.2,3.0,5.0,8.0,2.0,1.0,1.0,7.0,0.0,3.5,2.6,3.6,62.0,46.0,64.0,74.0,13.0,22.0,34.0,9.0,30.0,15.0,15.0,31.0,11.0,26.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Tomáš Suslov,sk SVK,"LT,AT",21.0,23.2,42.0,30.0,11.0,22.0,9.0,15.0,47.0,319.0,32.0,15.0,0.0,15.0,6.0,48.0,8.0,0.0,Partidas
Darko Lazović,rs SRB,"AT,LT",32.0,32,22,1.928,21.4,3.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0,2.8,2.0,4.4,64.0,43.0,66.0,139.0,14.0,9.0,23.0,9.0,19.0,13.0,21.0,34.0,9.0,30.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Darko Lazović,rs SRB,"AT,LT",32.0,21.4,26.0,16.0,11.0,6.0,9.0,16.0,31.0,516.0,15.0,10.0,1.0,9.0,6.0,32.0,14.0,0.0,Partidas
Jackson Tchatchoua,cm CMR,ZG,21.0,26,19,1.725,19.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.3,13.0,34.0,53.0,66.0,0.0,10.0,10.0,0.0,10.0,0.0,7.0,7.0,0.0,7.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Jackson Tchatchoua,cm CMR,ZG,21.0,19.2,39.0,26.0,25.0,12.0,2.0,23.0,48.0,479.0,25.0,17.0,7.0,10.0,23.0,62.0,49.0,2.0,Partidas
Suat Serdar,de GER,LT,26.0,25,19,1.659,18.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.4,24.0,20.0,68.0,36.0,0.0,11.0,11.0,0.0,11.0,5.0,7.0,13.0,5.0,13.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Suat Serdar,de GER,LT,26.0,18.4,51.0,39.0,24.0,23.0,4.0,22.0,45.0,489.0,23.0,29.0,7.0,22.0,20.0,71.0,25.0,1.0,Partidas
