Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Giuseppe Bellusci,it ITA,ZG,30.0,30,29,2.487,27.6,0.0,2.0,2.0,0.0,0.0,0.0,14.0,2.0,1.1,1.1,1.6,27.0,41.0,170.0,15.0,0.0,7.0,7.0,0.0,7.0,4.0,6.0,10.0,4.0,10.0,Partidas,Michele Di Gregorio,it ITA,G,23.0,27.0,27.0,2.43,27.0,24.0,89.0,92.0,70.0,772.0,13.0,8.0,6.0,12.0,444.0,3.0,3.0,0.0,0.0,0.0,Partidas,Giuseppe Bellusci,it ITA,ZG,30.0,27.6,37.0,26.0,21.0,14.0,2.0,18.0,35.0,514.0,17.0,24.0,12.0,12.0,42.0,79.0,103.0,0.0,Partidas
Dany Mota,pt POR,AT,22.0,33,28,2.507,27.9,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,8.3,8.3,4.5,128.0,125.0,78.0,274.0,22.0,11.0,32.0,22.0,32.0,30.0,16.0,46.0,30.0,46.0,Partidas,Eugenio Lamanna,it ITA,G,30.0,8.0,8.0,720.0,8.0,5.0,62.0,20.0,15.0,750.0,3.0,4.0,1.0,5.0,625.0,0.0,0.0,0.0,0.0,,Partidas,Dany Mota,pt POR,AT,22.0,27.9,24.0,15.0,10.0,12.0,2.0,16.0,29.0,552.0,13.0,20.0,1.0,19.0,10.0,34.0,19.0,0.0,Partidas
Davide Frattesi,it ITA,LT,20.0,37,28,2.455,27.3,8.0,2.0,10.0,8.0,0.0,0.0,4.0,0.0,6.5,6.5,3.6,100.0,76.0,151.0,148.0,29.0,7.0,37.0,29.0,37.0,24.0,13.0,37.0,24.0,37.0,Partidas,Daniele Sommariva,it ITA,G,23.0,3.0,3.0,270.0,3.0,4.0,133.0,9.0,5.0,556.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Davide Frattesi,it ITA,LT,20.0,27.3,59.0,41.0,30.0,23.0,6.0,26.0,52.0,500.0,26.0,36.0,7.0,29.0,22.0,81.0,24.0,2.0,Partidas
Carlos Augusto,br BRA,ZG,21.0,30,28,2.406,26.7,3.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,1.3,1.3,2.4,38.0,79.0,140.0,154.0,11.0,4.0,15.0,11.0,15.0,5.0,9.0,14.0,5.0,14.0,Partidas,Total do time,,,26.9,38.0,38.0,3.42,38.0,33.0,87.0,121.0,90.0,752.0,17.0,13.0,8.0,17.0,447.0,3.0,3.0,0.0,0.0,0.0,,Carlos Augusto,br BRA,ZG,21.0,26.7,51.0,34.0,25.0,19.0,7.0,22.0,38.0,579.0,16.0,39.0,9.0,30.0,47.0,98.0,70.0,1.0,Partidas
Michele Di Gregorio,it ITA,G,23.0,27,27,2.43,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,Total de adversários,,,26.8,38.0,38.0,3.42,38.0,51.0,134.0,177.0,123.0,740.0,8.0,13.0,17.0,9.0,237.0,8.0,5.0,3.0,0.0,375.0,,Michele Di Gregorio,it ITA,G,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,2.0,Partidas
Giulio Donati,it ITA,ZG,30.0,28,25,2.196,24.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.9,21.0,53.0,163.0,127.0,0.0,4.0,4.0,0.0,4.0,1.0,8.0,9.0,1.0,9.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Giulio Donati,it ITA,ZG,30.0,24.4,37.0,28.0,21.0,10.0,6.0,19.0,29.0,655.0,10.0,20.0,5.0,15.0,47.0,84.0,59.0,0.0,Partidas
Kevin-Prince Boateng,gh GHA,"AT,LT",33.0,24,23,1.701,18.9,5.0,4.0,9.0,2.0,3.0,5.0,3.0,0.0,7.2,3.3,2.5,58.0,17.0,121.0,155.0,26.0,21.0,48.0,11.0,32.0,38.0,13.0,52.0,17.0,31.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Kevin-Prince Boateng,gh GHA,"AT,LT",33.0,18.9,14.0,8.0,2.0,8.0,4.0,3.0,17.0,176.0,14.0,10.0,1.0,9.0,13.0,27.0,12.0,0.0,Partidas
Andrea Barberis,it ITA,LT,26.0,33,20,2.017,22.4,1.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,3.9,50.0,13.0,111.0,20.0,4.0,22.0,27.0,4.0,27.0,5.0,17.0,22.0,5.0,22.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Barberis,it ITA,LT,26.0,22.4,39.0,26.0,20.0,16.0,3.0,15.0,33.0,455.0,18.0,24.0,5.0,19.0,37.0,76.0,29.0,0.0,Partidas
Mario Sampirisi,it ITA,ZG,27.0,25,20,1.864,20.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,2.2,29.0,45.0,123.0,104.0,10.0,5.0,14.0,10.0,14.0,3.0,11.0,14.0,3.0,14.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Mario Sampirisi,it ITA,ZG,27.0,20.7,36.0,22.0,21.0,9.0,6.0,18.0,30.0,600.0,12.0,27.0,7.0,20.0,20.0,56.0,53.0,1.0,Partidas
